Tên cơ sở,Địa chỉ,Số phòng,Điện thoại,Cơ quan nhà nước quản lý,Email,Website,Giá,Fax
Khách sạn Regalia,"98B/9 Trần Phú , Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",103,0258 6263 333/ 6266 666/ 6256 667,Có,info@regaliahotel.vn,www.regaliahotel.vn,,0258 3525 452
Khách sạn Việt Nam Taste,"96 Xuân Diệu, Phường Hải Cảng, Thành phố Qui Nhơn, Bình Định",111,0256 3643 333,Có,sales@vietnamtastehotel.vn,https://vietnamtastehotel.vn,,
Khách sạn Tre Sapa,"18 đường Mường Hoa, Phường Sa Pa, Thị xã Sa Pa, Lào Cai",109,091 551 06 89,Có,sales@bamboosapahotel.com.vn - sales1@bamboosapahotel.com.vn,www.bamboosapahotel.com.vn,1.000.000 - 2.800.000,0214 3871 075
Khách sạn Central Luxury Hạ Long,"Số 1, Lô H29, khu Đa Giác 4, Phường Hùng Thắng, Thành phố Hạ Long, Quảng Ninh",219,0203 3979 999,Có,info.luxuryhalong@centralhotel.vn,https://centralluxuryhalonghotel.com,,
Khách sạn Dragon Legend Hạ Long,"Tổ 9, khu 9, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",135,0203 3518 999,Có,info@dragonlegendhotel.com,https://dragonlegendhotel.com/,,0203 3679 666
Khách sạn Four Point by Sheraton Đà Nẵng,"118-120 Võ Nguyên Giáp, Phường Phước Mỹ, Quận Sơn Trà, Thành phố Đà Nẵng",390,0236 3997 979,Có,Danang.reservations@fourpoints.com,https://www.marriott.com/hotels/travel/dadfp-four-points-danang/,,
Khách sạn FLC Grand Hạ Long,"Hẻm 16, đường Nguyễn Văn Cừ, Phường Hồng Hải, Thành phố Hạ Long, Quảng Ninh",649,0203 3628 989,Có,sm@flchalong.com.vn,http://flcgrandhotelhalong.com,,
Khách sạn Hồng Vận Grand,"Khu 1, Phường Ka Long, Thành phố Móng Cái, Quảng Ninh",328,0203 6258 888/ 6259 999,Có,hongvanhotel.co@gmail.com,http://hongvangrandhotel.com,,
Khách sạn Mường Thanh Grand Bãi Cháy,"Số 20, đường Hạ Long, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",180,0203 3563 666,Có,info@baichay.muongthanh.com,http://grandhalong.muongthanh.com/,,0203 3812 567
Khách sạn nghỉ dưỡng Legacy Yên Tử - MGallery,"Khu di tích Yên Tử, Xã Thượng Yên Công, Thành phố Uông Bí, Quảng Ninh",133,0203 6259 888/6518 888,Có,HB1Y7-SL3@accor.com,https://www.legacyyentu.com,,0203 6259 889
Khách sạn Eden Ocean View Đà Nẵng,"294 Võ Nguyên Giáp, Phường Mỹ An, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",250,0236 3755 555,Có,infodn@edenhotel.com.vn,http://www.edenhoteldanang.com,,
Khách sạn Hạ Long Harbour,"Đảo Tuần Châu, Phường Tuần Châu, Thành phố Hạ Long, Quảng Ninh",112,"0203 3818 838, 091 446 15 63",Có,harbourhoteltc@gmail.com,https://harbourhotel.com.vn,,
Khách sạn nghỉ dưỡng Bông Sen Hoàng Gia Hạ Long,"Bán đảo 2, khu du lịch Đông Hùng Thắng, Phường Hùng Thắng, Thành phố Hạ Long, Quảng Ninh",430,0203 3593 999/ 7476 373,Có,rsvn@royallotushalongresort.com - sangroyallotus@gmail.com,http://royallotushalongresort.com,,0203 6253 990
Khách sạn Venus Tam Đảo,"Khu 1, Thị trấn Tam Đảo, Huyện Tam Đảo, Vĩnh Phúc",198,0211 3588 666,Có,info@venushotel.vn,https://venushotel.vn,,
Khách sạn nghỉ dưỡng Long Thuận,"01 Yên Ninh, bãi biển Bình Sơn - Ninh Chữ, Phường Đô Vinh, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",304,0259 2220 200/ 2205 555,Có,reservation@longthuanhotelresort.com,https://longthuanhotelresort.com/,,
Khách sạn nghỉ dưỡng Movenpick Waverly Phú Quốc,"Tổ 1 ấp Ông Lang, Xã Cửa Dương, Thành phố Phú Quốc, Kiên Giang",305,0297 2699 999,Có,HB4V5@movenpick.com,https://movenpickresortwaverlyphuquoc.com,,
Khách sạn nghỉ dưỡng Crowne Plaza Phú Quốc Starbay,"Khu Bãi Dài, Xã Gành Dầu, Thành phố Phú Quốc, Kiên Giang",303,"0297 3683 999, 091 181 51 02",Có,reservations.cppq@ihg.com,https://phuquoc.crowneplaza.com,,
Khách sạn nghỉ dưỡng Radisson Blu Phú Quốc,"Bãi Dài, Xã Gành Dầu, Thành phố Phú Quốc, Kiên Giang",514,0297 3660 000,Có,reservations.phuquoc.blu@radisson.com,https://www.radissonhotels.com/en-us/hotels/radisson-blu-resort-phu-quoc,,0297 3998 888
Khu căn hộ du lịch Somerset Grand Hà Nội,"49 Hai Bà Trưng, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Thành phố Hà Nội",185,024 3934 2342,Có,enquity.hanoi@the-ascott.com,www.somerset.com/en/vietnam/hanoi/somerset-grand-hanoi,,
Khu căn hộ du lịch Sheraton Hà Nội West,"36 Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội",136,024 2230 1234,Có,hanoi.regency@hyatt.com,https://www.marriott.com/en-gb/hotels/hansw-sheraton-hanoi-west,,024 6270 6666
Khách sạn Sài Gòn Morin,"30 Lê Lợi, Phường Phú Hội, Thành phố Huế, Thừa Thiên Huế",180,0234   3823 526,Có,info@morinhotels.com.vn​,www.morinhotel.com.vn,,0234 3825 155
Khách sạn Sheraton Hà Nội West,"36 Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội",393,024 6270 5555,Có,hotel@crowneplazawesthanoi.com,https://www.crowneplaza.com/hotels/gb/en/reservation,54.000.000 - 633.750.000,024 6270 6666
Khách sạn nghỉ dưỡng Selectum Noa Cam Ranh,"Lô X5B & TT3A, Zone 2, Bắc Bán đảo Cam Ranh, Xã Cam Hải Đông, Huyện Cam Lâm, Khánh Hòa",300,0258 3863 888,Có,info@selectumnoaresort.com,https://selectumnoaresort.com,,
Khách sạn nghỉ dưỡng Citadines Pearl Hội An,"Biển An Bàng, Phường Cẩm An, Thành phố Hội An, Quảng Nam",,0235 2208 888,Có,res2@thepearlhoian.vn,https://citadinespearlhoian.com,,
Khách sạn nghỉ dưỡng Westlake Vĩnh Phúc,"1D Đường Kim Ngọc, Phường Tích Sơn, Thành phố Vĩnh Yên, Vĩnh Phúc",250,0211 2229 999,Có,info@westlakevinhphuc.com,http://www.westlakevinhphuc.com,,
Khách sạn Phượng Hoàng 3,"96 Lê Hoàn, Phường Điện Biên, Thành phố Thanh Hóa, Thanh Hóa",140,0237 3626 888,Có,info@phoenixhotel.vn,https://khachsanphuonghoang3.vn,,
Khách sạn Emeralda Ninh Bình,"Khu bảo tồn Vân Long, Xã Gia Vân, Huyện Gia Viễn, Ninh Bình",172,096 869 96 90,Có,rsvn.nb@emeraldaresort.com,www.emeraldaresort.com,4.160.000 - 7.100.000,0229 3658 223
Khách sạn Crowne Plaza Vĩnh Yên City Centre,"396 đường Mê Linh, Phường Liên Bảo, Thành phố Vĩnh Yên, Vĩnh Phúc",170,0211 3778 899,Có,crowneplaza.vinhyen@ihg.com,https://vinhyencitycentre.crowneplaza.com,,
Khách sạn The Watson Premium Hạ Long,"Lô 9, đường Hoàng Quốc Việt, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",251,"0203 3551 555, 096 285 56 06",Có,info@thewatsonhotel.com,https://thewatsonpremiumhalonghotel.com,,
Khách sạn nghỉ dưỡng Gran Meliá Nha Trang,"Bãi Tiên, Đường Đệ, Phường Vĩnh Hòa, Thành phố Nha Trang, Khánh Hòa",278,0258 3868 888,Có,,gmnt.info@melia.com,,
Khách sạn Mường Thanh Holiday Lý Sơn,"Thôn Đông, An Vinh, Huyện Lý Sơn, Quảng Ngãi",80,0255 3867 333,Có,info@lyson.muongthanh.vn,https://holidaylyson.muongthanh.com,,0255 3867 666
Căn hộ du lịch Citadines Marina Hạ Long,"Lô H78-2, Khu đô thị dịch vụ Hùng Thắng, Phường Hùng Thắng, Thành phố Hạ Long, Quảng Ninh",580,0203 3878 888,Có,,http://citadinesmarinahalong.vn,,
Khách Sạn Sofitel Saigon Plaza,"17 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",286,028 3824 1555,Có,h2077@sofitel.com,https://sofitel-saigon-plaza.com,4.530.000 - 44.200.000,028 3824 1666
Khách sạn Mường Thanh Luxury Lạng Sơn,"68 Ngô Quyền, Phường Vĩnh Trại, Thành phố Lạng Sơn, Lạng Sơn",230,0205 3866 668,Có,info@langson.muongthanh.vn,http://luxurylangson.muongthanh.com/,,0205 3868 689
Khách sạn Des Arts Saigon - MGallery Collection,"76-78 Nguyễn Thị Minh Khai, Phường 06, Quận 3, Thành phố Hồ Chí Minh",168,028 3989 8888,Có,h9231-hr3@accor.com,www.hoteldesartssaigon.com,7.500.000 - 12.440.000,
Khách sạn nghỉ dưỡng Meliá Hồ Tràm Beach Resort,"Đường ven biển, ấp Hồ Tràm, Xã Phước Thuận, Huyện Xuyên Mộc, Bà Rịa - Vũng Tàu",374,0254 3789 000,Có,info@meliahotram.com,https://www.melia.com/en/hotels/vietnam/vung-tau/melia-ho-tram-beach-resort,,
Khách sạn Imperial Vũng Tàu,"159 Thùy Vân, Phường Thắng Tam, Thành phố Vũng Tàu, Bà Rịa - Vũng Tàu",144,0254 3628 888,Có,info@imperialhotel.vn/ info@imperial.vn,www.imperialhotel.vn,,0254 3561 111
Khách sạn The Empyrean Nha Trang,"02 Nguyễn Thị Minh Khai, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",450,"0258 3848 888, 091 631  35 45",Có,info@theempyreanhotel.com,https://theempyreanhotel.com,,
Khách sạn Dakruco,"30 Nguyễn Chí Thanh, Phường Tân An, Thành phố Buôn Ma Thuột, Đắk Lắk",144,0262 3970 888,Có,info@dakrucohotels.com,www.dakrucohotels.com,800.000 - 3.500.000,0262 3970 889
Khách sạn nghỉ dưỡng Silk Path Grand Sa Pa,"Đồi quan 6, tổ 10, Phường Sa Pa, Thị xã Sa Pa, Lào Cai",152,0214 3781 688,Có,res.sp@silkpathhotel.com,sapa.silkpathhotel.com,4.500.000 - 59.800.000,
Khách sạn Mường Thanh Luxury Quảng Ninh,"Tổ 1 khu 2 đường Hạ Long, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",508,0203 3646 618,Có,info@quangninh.muongthanh.vn,www.luxuryquangninh.muongthanh.com,,0203 3512 818
Khách sạn Hilton Đà Nẵng,"50 đường Bạch Đằng, Phường Hải Châu  I, Quận Hải Châu, Thành phố Đà Nẵng",223,0236 3874 000,Có,daddv_hotel@hilton.com,https://www.hilton.com/en/hotels/daddvhi-hilton-da-nang/,,
Khách sạn Hotel De La Coupole - MGallery,"Số 01 đường Hoàng Liên, Phường Sa Pa, Thị xã Sa Pa, Lào Cai",249,0214 3629 999,Có,ha5v2-re@accor.com,https://www.hoteldelacoupole.com,,0214 3709 999
Khách sạn Mường Thanh Grand Thanh Hóa,"Ngã Ba Voi, khu đô thị Nam thành phố, Phường Đông Vệ, Thành phố Thanh Hóa, Thanh Hóa",219,0237 8868 999,Có,info@thanhhoa.muongthanh.vn,www.grandthanhhoa.muongthanh.com,840.000 - 8.000.000,0237 8868 668
Khách sạn nghỉ dưỡng Grandvrio Ocean Đà Nẵng,"Đường Võ Nguyên Giáp, Phường Điện Ngọc, Thị xã Điện Bàn, Quảng Nam",96,0235  3788 994/ 3575 777,Có,info@routeinnvietnam.com,www.grandvriooceanresortcitydanang.com,,
Khách sạn Mường Thanh Holiday Mũi Né,"54 Huỳnh Thúc Kháng, Phường Hàm Tiến, Thành phố Phan Thiết, Bình Thuận",156,0252 3743 794,Có,info@muine.muongthanh.vn,www.holidaymuine.muongthanh.com,2.400.000 - 15.500.000,0252 3743 795
Khách sạn New Orient,"20 Đống Đa, Phường Thuận Phước, Quận Hải Châu, Thành phố Đà Nẵng",100,0236 3828 828,Có,info@neworienthoteldanang.com,www.neworienthoteldanang.com,3.900.000 - 8.900.000,
Khách sạn Mường Thanh Grand Bắc Giang,"Quảng trường 3/2, đường Hoàng Văn Thụ, Phường Ngô Quyền, Thành phố Bắc Giang, Bắc Giang",195,0204 3542 888,Có,info@bacgiang.muongthanh.vn,www.grandbacgiang.muongthanh.com,1.300.000 - 8.000.000,0204 3854 555
Khách sạn Avatar,"104 Hoàng Kế Viêm, Phường Mỹ An, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",108,0236 3939 888,Có,info@avatardanang.com,avatardanang.vn,1.760.000 - 8.390.000,
Khách sạn Mường Thanh Holiday Hội An,"Khu Ô 9, khu đô thị Phước Trạch - Phước Hải, đường Âu Cơ, Phường Cửa Đại, Thành phố Hội An, Quảng Nam",159,0235  3666 999,Có,info@hoian.muongthanh.vn,www.holidayhoian.muongthanh.com,3.000.000 - 18.000.000,0235 3867 777
Khách sạn Đức Long Gia Lai - Dung Quất,"Ngã ba Dốc Sỏi - Khu kinh tế Dung Quất, Xã Bình Chánh, Huyện Bình Sơn, Quảng Ngãi",108,0255 3603 999/ 3630 888,Có,sales@dlgl-dungquathotel.com.vn/ fos2@dlgl-dungquathotel.com.vn,www.dlgl-dungquathotel.com.vn,1.250.000 - 4.630.000,0255 3630 677/ 3630 888
Khách sạn Cô Tô hotel Group,"Khu 3, Thị trấn Cô Tô, Huyện Cô Tô, Quảng Ninh",56,098 133 63 37,Có,,,,
Khách sạn Golden Cô Tô,"Khu 4, Thị trấn Cô Tô, Huyện Cô Tô, Quảng Ninh",50,097 442 68 86,Có,,goldencoto.vn,,
Khách sạn Viktor Legends,"Số 39 A, đường Hữu Nghị, Phường Hoà Lạc, Thành phố Móng Cái, Quảng Ninh",51,0203  3881 223,Có,,,,
Khách sạn Đông Bắc (Trung tâm nghỉ dưỡng Trà Cổ),", Phường Trà Cổ, Thành phố Móng Cái, Quảng Ninh",97,0203 3836 336,Có,,,,
Khách sạn Móng Cái Palace,"Số 2A Đại lộ Hòa Bình, Phường Trần Phú, Thành phố Móng Cái, Quảng Ninh",61,0203 3772 666,Có,,,,0203 3786 888
Khách sạn Prosperity,"OON1, T1, Khu 1, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",53,091 340 69 88,Có,,prosperityhotel.com,,
Khách sạn Green Suites,"T43-46 Sun Premier Village, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",50,0203 3867 888,Có,,greensuiteshotel.vn,,
Khách sạn Jayden,"Số 68, đường Hạ Long, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",51,091 128 20 20,Có,,jayden-hotel-halong.business.site,,
Khách sạn D’Lecia,"Ô số 3, khu Đông Hùng Thắng, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",80,091 223 32 22,Có,,dleciahotel.com,,
Khách sạn Thái Hà Boutique,"Số 196, đường Bãi Cháy, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",72,0203 3656 969,Có,,https://thaiha.boutique,,
Khách sạn Ngọc Mai,"Tổ 14 Đ. Hậu Cần, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",50,0203 3848 068,Có,,,,0203 3847 868
Khách sạn Vincent Hạ Long,"Số 44, lô N5, quy hoạch mở rộng đường Hạ Long, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",50,0203 3211 333,Có,,vincenthalonghotel.com,,
Khách sạn Hạ Long Star,"Số 06,Tổ 4, khu 4a, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",50,093 677 28 58,Có,,,,
Khách sạn Sao Mai (Morning Star),", Phường Tuần Châu, Thành phố Hạ Long, Quảng Ninh",112,0203 3842 350,Có,,morningstarhotel.vn,,0203 3842 889
Khách sạn Relax Hạ Long,"Số 106, đường Bãi Cháy, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",50,0203 3848 088,Có,,relaxhalong.com,,0203 3848 099
Khách sạn Ngọc Lan,"Tổ 4, khu 4a, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",50,0203 3844 954,Có,info@ngoclanhalonghotel.com,,,
Khách sạn Moon,"Số 17, đường Tiên Ông, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",76,0203 3636 969,Có,info@moonhotel.com,,,
Khách sạn Làng Chài,"Lô C7-C12 Khu Đô thị Marine Plaza, Phường Hùng Thắng, Thành phố Hạ Long, Quảng Ninh",50,0203 6289 333,Có,,,,
Khách sạn Kenny,"Số 13, Lô 8, khu dân cư du lịch Đông Hùng Thắng, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",52,0203 3623 999,Có,,kennyhalonghotel.com,,0203 3626 866
Khách sạn Island Pearl,"Số 44-47, Lô A QH Khu Cảng tàu Nam Tuần Châu, Phường Tuần Châu, Thành phố Hạ Long, Quảng Ninh",50,0203 3842 892,Có,,islandpearltuanchau.com,,
Khách sạn Centrica,"Ô sô 06, lô 6, N11, khu A1, đô thị Cái Dăm, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",50,0203 3900 233,Có,,halongcentricahotel.com,,
Khách sạn Hồng Hà,"Khu 3, Thị trấn Cô Tô, Huyện Cô Tô, Quảng Ninh",12,038 929 39 85,Có,,,,
Khách sạn Tường Thanh,"Khu 3, Thị trấn Cô Tô, Huyện Cô Tô, Quảng Ninh",22,096 177 02 99,Có,,,,
Khách sạn Ngọc Anh,"44 Lý Thường Kiệt, khu 4, Thị trấn Cô Tô, Huyện Cô Tô, Quảng Ninh",16,097 238 29 72,Có,,,,
Khách sạn Điện Mừng,"Khu 4, Thị trấn Cô Tô, Huyện Cô Tô, Quảng Ninh",16,096 382 49 28,Có,,,,
Khách sạn Bảo Ngọc,"Số 8 Phố Ký Con, Thị trấn Cô Tô, Huyện Cô Tô, Quảng Ninh",16,098 870 91 11,Có,,https://baongoccoto.vn/,,
Khách sạn Lệ Thương,"Thôn Thái Hòa, Xã Quan Lạn, Huyện Vân Đồn, Quảng Ninh",10,097 570 94 46,Có,,,,
Khách sạn Hải Nam,"Thôn Hải Nam, Xã Minh Châu, Huyện Vân Đồn, Quảng Ninh",24,038 843 37 78,Có,,,,
Khách sạn Tuấn Ngọc,"Khu 9, Thị trấn Cái Rồng, Huyện Vân Đồn, Quảng Ninh",20,090 343 85 68,Có,,,,
Khách sạn Khánh Huệ,"Khu 8, Thị trấn Cái Rồng, Huyện Vân Đồn, Quảng Ninh",21,0203 3796 888,Có,,,,0203 3861 116
Khách sạn Hùng Diễm,"Thôn Đông Nam, Xã Quan Lạn, Huyện Vân Đồn, Quảng Ninh",15,097 260 11 27,Có,,,,
Khách sạn Hoàng Grand,"Khu 9, Thị trấn Cái Rồng, Huyện Vân Đồn, Quảng Ninh",16,081 376 09 77,Có,,,,
Khách sạn Hoàng Vy,"Thôn Đông Nam, Xã Quan Lạn, Huyện Vân Đồn, Quảng Ninh",11,091 295 51 20,Có,,,,
Khách sạn Hoàng Nam,"Thôn Thái Hòa, Xã Quan Lạn, Huyện Vân Đồn, Quảng Ninh",15,034 664 60 45,Có,,,,
Khách sạn Hải Hà,"Thôn Đông Nam, Xã Quan Lạn, Huyện Vân Đồn, Quảng Ninh",12,035 823 60 81,Có,,,,
Khách sạn Thành Đạt,"Khu Bình Lục Thượng, Phường Hồng Phong, Thị xã Đông Triều, Quảng Ninh",22,097 813 58 29,Có,,,,
Khách sạn Thế Tùng,"Thôn Yên Dưỡng, Xã Hồng Thái Đông, Thị xã Đông Triều, Quảng Ninh",10,0203  3721 888,Có,,,,
Khách sạn Olala,"Tổ 5, khu Tân Lập 3, Phường Cẩm Thủy, Thành phố Cẩm Phả, Quảng Ninh",16,0203 3616 669,Có,,,,
Khách sạn Lan Anh,"Tổ 8, khu 7, Phường Thanh Sơn, Thành phố Uông Bí, Quảng Ninh",25,078 826 62 66,Có,,,,
Khách sạn Trường Giang,"Khu 1, Phường Trần Phú, Thành phố Móng Cái, Quảng Ninh",15,098 683 65 95,Có,,,,
Khách sạn Đại Nam,"12 Hùng Vương, Phường Ka Long, Thành phố Móng Cái, Quảng Ninh",56,0203 3883 007,Có,,,,
Khách sạn Sun Soon,"Căn LV1-8 lô OTM 1-9 khu nghỉ dưỡng Hạ Long Premier Village, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",11,0912 095 381,Có,,,,
Khách sạn Paradise,"Căn LV1-20 Lô OTM1-10, khu nghỉ dưỡng Hạ Long Premier Village, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",13,0962 604 858,Có,,,,
Khách sạn Halo Moon,"Ô A 62-63-64-65 QHKTX Âu Tàu  Công ty Âu Lạc, Phường Tuần Châu, Thành phố Hạ Long, Quảng Ninh",47,0203 6339 999,Có,,,,
Khách sạn Herriot,"TD1-2, lô OTM 1-6 khu Sun  Premier  Village, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",12,0915 529 091,Có,,,,
Khách sạn GP Boutique,"TD1-38 khu Premier Village Ha Long Bay, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",11,0979 999 987,Có,,,,
Khách sạn May House,"TD1-3 khu Premier Village Ha Long Bay, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",12,0912 128 610,Có,,,,
Khách sạn Green Bay,"Căn M2-10, Khu Sun Plaza Grand World, khu 5A, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",12,0868 002 983,Có,,,,
Khách sạn Palette Collect's Boutique,"Căn E3-23 Sun Plaza Grand World, Đường Hạ Long, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",24,0203 6529 888,Có,,,,
Khách sạn SOJO Hạ Long,"Số 168 đường Lê Thánh Tông, Phường Bạch Đằng, Thành phố Hạ Long, Quảng Ninh",90,0203 3688 555,Có,,,,
Khách sạn Aqua,"Số A2-01;A3-02A3 -04 Khu Công viên Đại Dương Hạ Long, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",53,0203 2235 555,Có,,,,
Khách sạn Entity,"Tổ 17, khu 4A, đường Hậu Cần, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",22,"0203 3848 127, 3848 128",Có,,entity.com.vn,,
Khách sạn Hưng Thịnh,"Ô 24 Lk 4, Khu TĐC và KTX , Phường Hùng Thắng, Thành phố Hạ Long, Quảng Ninh",10,0985 585 589,Có,,,,
Khách sạn Galaxy Hạ Long,"Tổ 2B, khu 9A, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",76,0912 558 682,Có,,,,
Khách sạn Elysiam,"E560  Sun Plaza  Grand World, Đường Hạ Long, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",16,0966 846 999,Có,,,,
Khách sạn Tuấn Linh,"Số nhà 52, tổ 5, khu 5b, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",12,0372 575 576,Có,,,,
