Tên cơ sở,Địa chỉ,Điện thoại,Email,Website,Fax
Siêu thị MM Mega Market Hải Phòng,"Khu 2A, Phường Sở Dầu, Quận Hồng Bàng, Thành phố Hải Phòng",0225 033 478 4800,mccvn.hr.st16@mmvietnam.com,http://online.mmvietnam.com/,
Siêu thị Big C Hải Phòng,"Lô 1/20, Khu Đô Thị Mới Ngã Năm, Sân Bay Cát Bi (Ngã Tư Lê Hồng Phong - Nguyễn Bỉnh Khiêm), Phường Máy Chai, Quận Ngô Quyền, Thành phố Hải Phòng",,,,
Chợ An Dương,"Đường Tôn Đức Thắng, Phường Trần Nguyên Hãn, Quận Lê Chân, Thành phố Hải Phòng",,,,
Bánh cốm làng vòng Bà Hoản,"Số 36, Ngõ 63 Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội",024 08345 023 53,,,
Siêu thị Coopmart Xa Lộ Hà Nội,"191 Quang Trung, Phường Hiệp Phú, Quận 9, Thành phố Hồ Chí Minh",028 37 307 233 - 37 307 234,cmxalohanoi@saigonco-op.com.vn,http://www.co-opmart.com.vn/,028 37 307 240
Trung tâm thương mại Satra Phạm Hùng,"C6/27 Phạm Hùng, xã Bình Hưng,  huyện Bình Chánh, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh",028 37 58 4949,,http://centremall.com.vn/,028 37 58 0892
Siêu thị Big c Gò Vấp,"792 Nguyễn Kiệm, Phường 03, Quận Gò Vấp, Thành phố Hồ Chí Minh",028 39 89 7750,,https://www.bigc.vn/store/big-c-go-vap-24.html,
Siêu thị Sài Gòn,"Số 460 Đường 3 tháng 2 , Phường 12, Quận 10, Thành phố Hồ Chí Minh",028 38 629 629,info@sieuthisaigon.com.vn,https://www.sieuthisaigon.com.vn/,028 028 38 629 629
Siêu thị Vincom+ Sky Centre,"Số 10 Phổ Quang, Phường 02, Quận Tân Bình, Thành phố Hồ Chí Minh",028 710 97 555,,https://vincom.com.vn,
Trung tâm thương mại Vincom Plaza Thủ Đức,"Số 216 Võ Văn Ngân, Phường Bình Thọ, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",028 090 330 4888,v.gd-vcpthuduc@vincom.com.vn,https://vincom.com.vn/vi/tttm/vincom-plaza-thu-duc-tp-hcm,
Trung tâm thương mại Vincom Quang Trung,"190 Quang Trung, Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh",028 090 681 9487,v.gd-vcpquangtrung@vincom.com.vn,https://vincom.com.vn/vi/tttm/vincom-plaza-quang-trung-tp-hcm,
Cửa hàng Ô Mai Gia Lợi,"Số 8 Hàng Đường, Phường Hàng Đào, Quận Hoàn Kiếm, Thành phố Hà Nội",024 3928 0737,,,
Siêu thị Big C Hồ Gươm Plaza,"Tầng 1 - 2 Hồ Gươm Plaza, 110 Trần Phú, Phường Mộ Lao, Quận Hà Đông, Thành phố Hà Nội",024 335 25 888,crv.dvkh@vn.centralretail.com,https://www.bigc.vn/store/big-c-ha-dong-1.html,
Cửa hàng thời trang Việt Tiến,"202 Nguyễn Trãi, Phường 03, Quận 5, Thành phố Hồ Chí Minh",028 0913717999,quangsovt@gmail.com - viettien@viettien.com.vn,https://www.viettien.com.vn/,028 028. 3864 5085
Cửa hàng thời trang Minh Thư,"142-144 Nguyễn Trãi, Phường 04, Quận 5, Thành phố Hồ Chí Minh",028 0937796007 - (028)66525533,fashionminhthu.com.vn@gmail.com,https://fashionminhthu.com.vn/,
Cửa hàng thời trang J-P Fashion,"38 Nguyễn Trãi, Phường 03, Quận 5, Thành phố Hồ Chí Minh",028  0916305533 - (028)66525533,salesonline@j-p.vn,https://www.j-p.vn,
Showroom Minh Long Tower,"17, Bà Huyện Thanh Quan, Phường 06, Quận 3, Thành phố Hồ Chí Minh",028 (+84) 274 3668899 - (+84) 28 39302634,eshop@minhlong.com - info@minhlong1.net,https://minhlong.com/vi,028 (+84) 274 3724173 - (+84) 28 39302625
Cửa hàng Gốm sứ Minh Long I,"450 Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Thành phố Hồ Chí Minh",028  (+84) 28 377 527 77,showroom.q7@minhlong.com,https://minhlong.com/vi,028 (+84) 27 437 241 73
Siêu thị Vincom+ Homyland,"307 Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Thành phố Hồ Chí Minh",028 0906 791 865,,https://vincom.com.vn,
Trung tâm thương mại Vincom+ Nam Long,"75 Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh",028 0901702742,,https://vincom.com.vn/vi/tttm/vincom-nam-long-tp-hcm,
Cửa hàng Tranh gạo Quỳnh Vy,"684 Lê Hồng Phong, Phường 10, Quận 10, Thành phố Hồ Chí Minh",028 098 377 73 47 - 0949.823.347,tranhgaoquynhvy@gmail.com,http://www.tranhgaoquynhvy.com/,
Cửa hàng Việt Nam Silver House,"68 Nghĩa Thục, Phường 05, Quận 5, Thành phố Hồ Chí Minh",028  028 3924 6568,info@vietnamsilverhouse.com,https://vietnamsilverhouse.com/home,
Siêu thị  Coopmart Lý Thường Kiệt,"497 Hòa Hảo, Phường 07, Quận 10, Thành phố Hồ Chí Minh",028 083 957 2856,,http://www.co-opmart.com.vn,
Cửa hàng vàng Kim Loan Tuấn,"Số 55 và số 57, đường Nghĩa Thục, Phường 05, Quận 5, Thành phố Hồ Chí Minh",028 038 4666665 - 028 39240999,,,
Cửa hàng vải thời trang Thái Tuấn,"Số 151 - 153. đường Nguyễn Trãi, Phường 02, Quận 5, Thành phố Hồ Chí Minh",028 (028) 3859 1904,thaituanfashion.mv@gmail.com,https://www.thaituanfashion.com/,
Trung tâm thương mại Vincom Plaza Saigonres,"Số 188 đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Thành phố Hồ Chí Minh",028 73 072 999,,,
Trung tâm thương mại Vincom Plaza Ba tháng Hai,"07/2A Đường 3 Tháng 2, Phường 11, Quận 10, Thành phố Hồ Chí Minh",028 094 101 94 00,,https://vincom.com.vn/vi/tttm/vincom-plaza-32-hcmc,
Trung tâm thương mại Vincom Mega Mall Thảo Điền,"161 Xa lộ Hà Nội, Phường Thảo Điền, Quận 2, Thành phố Hồ Chí Minh",028 628 522 99 - 0908 602 748,,https://vincom.com.vn/vi/tttm/vincom-mega-mall-thao-dien,
Trung tâm thương mại Vincom Lê Văn Việt Plaza,"50 Lê Văn Việt, Phường Hiệp Phú, Quận 9, Thành phố Hồ Chí Minh",028 73 002 888,,https://vincom.com.vn/vi/tttm/vincom-plaza-le-van-viet-tp-hcm,
Trung tâm thương mại Vincom Landmark 81,"772 Điện Biên Phủ, Phường 22, Quận Bình Thạnh, Thành phố Hồ Chí Minh",028 363 99999,,https://vincom.com.vn/vi/tttm/vincom-center-landmark-81,
Trung tâm thương mại Sasco Tân Sơn Nhất,"Sân bay Tân Sơn Nhất, Phường 02, Quận Tân Bình, Thành phố Hồ Chí Minh",028 3844 8358,customerservice@sasco.com.vn,http://www.sasco.com.vn/vi/trang-chu/,
Cửa hàng Thời trang Yame,"190 Nguyễn Trãi, Phường 04, Quận 5, Thành phố Hồ Chí Minh",028 (028) 7307 1441 - 028 3868 4857,cskh@yame.vn,https://yame.vn/,
Trung tâm thương mại Vincom Cộng hoà,"15-17 Cộng Hoà, Phường 02, Quận Tân Bình, Thành phố Hồ Chí Minh",028 0941 618 743,,https://vincom.com.vn/vi/tttm/vincom-plaza-cong-hoa-hcmc/gioi-thieu-vincom-plaza-cong-hoa-hcmc,
Cửa hàng thêu tay Kim Phượng,"98 Lê Lợi , Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",028 (+84)28 38225665 - (+84)28 38224320,sales@kimphuong.net,kimphuong.net,
Cửa hàng Ninh Khương,"34 Lê Lợi, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 0908 00 31 41 - 028 38279681,info@ninhkhuong.vn,ninhkhuong.com,
Cửa hàng Giày Việt Plaza,"180-182 Lý Chính Thắng, Phường 09, Quận 3, Thành phố Hồ Chí Minh",028 1900636562,cskh@vinagiay.vn,https://vinagiay.vn/,
Cửa hàng Giày da Long Thành,"67B Tháp Mười, Phường 02, Quận 6, Thành phố Hồ Chí Minh",028 (028) 3960 0981 - 3969 3851,tranlongthanh@yahoo.com - minhnghi27@yahoo.com,http://www.longthanhgiay.com/,028 (028) 3969 6099
Cửa hàng Đồ gỗ mỹ nghệ Lâm Phát,"37/9P Thới Tam, Thôn 6, Thị trấn Hóc Môn, Huyện Hóc Môn, Thành phố Hồ Chí Minh",028   0916 623 036,dinhthithuoanh270584@gmail.com,http://dogomynghelamphat.com,
Cửa hàng Điện máy Hồng Lợi Nam,"Số 79-81-83-85-87-89-91-93, đường Phạm Đình Hổ, Phường 02, Quận 6, Thành phố Hồ Chí Minh",028 028 3960 0600,hongloinam@gmail.com,,
Trung tâm thương mại Vincom Center Đồng Khởi,"Số 72 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 097 503 3288,v.gd-vccdongkhoi@vincom.com.vn,https://vincom.com.vn/vi/tttm/vincom-center-dong-khoi-tp-hcm,
Cửa hàng Yến sào Dạ Yến,"488 Hoàng Hữu Nam , Phường Phước Bình, Quận 9, Thành phố Hồ Chí Minh",028 0906607700 - (08) 3602 3538,phuongle176@gmail.com                             yensaodayen@gmail.com,toyen.com,028 (028) 3898 0564
Trung tâm thương mại Parkson Saigontourist,"35Bis-45 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 3827 7636 - 2222 0383,,parkson.com.vn,
Cửa hàng thảm len Sài Gòn,"64A Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh",028 (84.28) 38244803,sagoca@saigoncarpet.com,http://www.thamlensaigon.vn,
Cửa hàng Bi Luxury,"28 Nguyễn Trãi, Phường 03, Quận 5, Thành phố Hồ Chí Minh",028 0944328989,944328989,944328989,
Cửa hàng thời trang Bambo,"117B Nguyễn Trãi, Phường 02, Quận 5, Thành phố Hồ Chí Minh",028 0931 31 67 31,cskh.bambofashion@gmail.com,bamboshop.vn,
Siêu thị Big C An Lạc,"Số 163, Đường Phan Đăng Lưu, Phường 01, Quận Phú Nhuận, Thành phố Hồ Chí Minh",028 (84-08) 3995 8368,crv.dvkh@vn.centralretail.com,https://www.bigc.vn/store/big-c-an-lac-21.html,028 (84-08) 3995 8423
Miss Áo Dài,"27B Nguyễn Đình Chiểu , Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh",028 84 90 682 33 82,,,
Cửa hàng XQ Sài Gòn,"106 Lê Lợi, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",028 +84 (0) 28 3822 7725,Saigon@XQVietnam.com,http://xqvietnam.com/,
Áo dài Liên Hương,"Số 11, đường Pasteur, Phường 06, Quận 3, Thành phố Hồ Chí Minh",028 (028) 38226074 - 0918.111.399,lienthutruong@aodailienhuong.com,lienthutruong@aodailienhuong.com,028 (028) 38294865
Trung tâm thương mại Bitexco,"Tầng 48, Tòa nhà Bitexco Financial Tower, số 2 Hải Triều, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 +84 24 3785 5588,info@bitexco.com.vn,https://bitexco.com.vn/,028 +84 24 3785 5599
Trung tâm thương mại Unionsquare,"171 Đồng Khởi, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 093 273 6989,leasing@unionsquare.vn,https://www.unionsquare.vn,
Trung tâm thương mại Diamond Plaza,"dds@diamondplaza.com.vn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",028 3822 5500,dds@diamondplaza.com.vn,http://shopping.diamondplaza.com.vn/vi-VN/Trang-chu.aspx,028 3825 768
Công ty TNHH B.A (BOUTIQUE ART),"59 Nguyễn Cơ Thạch, Phường An Lợi Đông, Quận 2, Thành phố Hồ Chí Minh",028 0847 677 999,info@boutique-art.com.vn,http://chuongnguyen.vn/,
Cửa hàng bánh tét Cô Trơn,"46 Đồng Khởi, Phường 6, Thành phố Trà Vinh, Trà Vinh",0295 093 670 07 30,dakien1211@gmail.com,,
Chợ Trà Vinh,"Đường Điện Biên Phủ, Phường 3, Thành phố Trà Vinh, Trà Vinh",,,,
Cửa hàng thực phẩm Thủy Vân Trà Vinh,"19A, Nguyễn Đáng, Khóm 8, Phường 6, Thành phố Trà Vinh, Trà Vinh",0295 084 984 0449,thuyvan.group@gmail.com,https://www.thuyvantravinh.com/,
Bánh cung đình Nguyễn Triều,"Lô G1, đường số 6, Khu Đô Thị An Cựu, Phường An Đông, Thành phố Huế, Thừa Thiên Huế",0234 3999 989,info@nguyentrieu.net,www.nguyentrieu.net,
Cửa Hàng Đặc Sản Cố Đô,"04 Nguyễn Phúc Nguyên, Phường Kim Long, Thành phố Huế, Thừa Thiên Huế",0234 0905 515 919/ 0914 227 157,dacsancodo@gmail.com,,
Cửa hàng đặc sản Cung đình Thiên Hương,"57 Đinh Công Tráng, Phường Phú Hậu, Thành phố Huế, Thừa Thiên Huế",0234 0935 509 547,,,
Chợ Đông Ba,"2 Trần Hưng Đạo, Phường Phú Hòa, Thành phố Huế, Thừa Thiên Huế",0234 3524 663,,,
Cửa hàng đặc sản Huế - Tịnh Tâm Food,"20 Chi Lăng, Phường Phú Cát, Thành phố Huế, Thừa Thiên Huế",0234 0949 908 111/ 0908 253 918/ 0909 215 234,,https://tinhtamfood.com/   https://www.facebook.com/tinhtamfood,
Cửa hàng trà Cung Đình Huế - Đức Phượng,"24 Nguyễn Huệ, Phường Vĩnh Ninh, Thành phố Huế, Thừa Thiên Huế",0234 3949 494/ 3959 595,tracungdinhducphuong@gmail.com,www.tracungdinhhue.com.vn,
Trung tâm thương mại Vincom Huế,"50A Hùng Vương, Phường Phú Nhuận, Thành phố Huế, Thừa Thiên Huế",0234 3839 666,,https://vincom.com.vn/vi/tttm/vincom-plaza-hue / https://www.facebook.com/vcphue,
Hợp tác xã thêu Phú Hòa,"130 Phan Đăng Lưu, Phường Phú Hòa, Thành phố Huế, Thừa Thiên Huế",0234 3523 092/ 0906.567.909,htxtheuphuhoa@gmail.com,www.tranhtheuphuhoa.com.vn,
Xí nghiệp sản xuất Gốm cổ Huế,"15 Huyền Trân Công Chúa, Phường Thuỷ Biều, Thành phố Huế, Thừa Thiên Huế",0234 3822 549,gomcohue@gmail.com,https://www.gomcohue.com,0234 3822 549
Trung tâm thương mại Vincom Plaza Trà Vinh,"Khóm 3, Phường 2, Thành phố Trà Vinh, Trà Vinh",0295 074 625 6868,,https://vincom.com.vn/vi/tttm/vincom-plaza-tra-vinh,
Cửa hàng thời trang N2.Store,"9 Đường Nguyễn Đáng, Phường 9, Thành phố Trà Vinh, Trà Vinh",0295 036 335 8369,,,
Cửa hàng chả hoa Năm Thụy,"44 Phạm Thái Bường,, Phường 3, Thành phố Trà Vinh, Trà Vinh",0295 091 875 83 58,,http://namthuy.vn/,
Cửa hàng quần áo nữ Mây Shop TV,"67 Điện Biên Phủ, Phường 6, Thành phố Trà Vinh, Trà Vinh",0295 093 51 16 449,lhuy63@gmail.com,https://mayshoptv.business.site/,
Siêu thị Co.opmart Trà Vinh,"Đường Nguyễn Đáng, Khóm 3, Phường 6, Thành phố Trà Vinh, Trà Vinh",0295 37 40 707,cmtravinh@gmail.com,http://www.co-opmart.com.vn,
Cửa hàng Trầm Hương Việt,"Số 103, Hẻm 162, Nguyễn Văn Khối, Phường 9, Quận Gò Vấp, Thành phố Hồ Chí Minh",028 090 99 66 771,tramhuongvietshop@gmail.com,https://tramhuongviet.com/,028 090 99 66 771
Trung tam thương mại Gigamall,"240 - 242 Phạm Văn Đồng, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",028 666 00222 - 7100 3839 - 7109 3839,info@gigamall.com.vn - dvkh@gigamall.com.vn,https://gigamall.com.vn/,
Trung tâm thương mại Crescent Mall,"101 Tôn Dật Tiên, Phú Mỹ Hưng, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh",028 5413 3333,crescentmall@crescentmall.com.vn,https://crescentmall.com.vn/vi/,028  5413 3332
Cửa hàng mua sắm quà lưu niệm tại Khu du lịch Vinh Sang,"Tổ 14 , ấp An Thuận , Xã An Bình, Huyện Long Hồ, Vĩnh Long",0270 0918 66 44 99,,,
Phố đi bộ Vĩnh Long,"Phường 1, Phường 9, Thành phố Vĩnh Long, Vĩnh Long",,,,
Vincom Plaza Vĩnh Long,"55 Phạm Thái Bường,, Phường 4, Thành phố Vĩnh Long, Vĩnh Long",0270 0706 259 888,,https://vincom.com.vn/vi/tttm/vincom-plaza-vinh-long/gioi-thieu,
Chợ Mường Lò,"Tổ 13, Phường Trung Tâm, Thị xã Nghĩa Lộ, Yên Bái",,,,
Trung tâm thương mại Vincom Plaza,"Công viên Yên Hòa, đường Tô Hiến Thành, TP. Yên Bái, Phường Yên Thịnh, Thành phố Yên Bái, Yên Bái",0216 0981 025 009,,https://vincom.com.vn/vi/tttm/vincom-plaza-yen-bai,
Siêu thị Bách hóa XANH 70 Hùng Vương,"70 Hùng Vương, Tổ 2, Phường 4, Thành phố Trà Vinh, Trà Vinh",,lienhe@bachhoaxanh.com,https://www.bachhoaxanh.com/,
Siêu thị GO! Trà Vinh,"Đường Võ Nguyên Giáp, Phường 7, Thành phố Trà Vinh, Trà Vinh",0295 093 887 98 72,gotravinh26022020@gmail.com,https://go-vietnam.vn/,
Siêu thị Lý Hùng,"Tầng 1, tòa nhà 15T, chung cư Bảo Quân, Phường Khai Quang, Thành phố Vĩnh Yên, Vĩnh Phúc",0211  0383 328 063 - 0941220866,,,
Siêu thị Lan Chi Mart Vĩnh Yên,"Đường Nguyễn Tất Thành, Phường Tích Sơn, Thành phố Vĩnh Yên, Vĩnh Phúc",0211 0989 646 678/ 0916 603 888,,https://lanchi.vn/,
Siêu thị Coopmart Vĩnh Yên,"Trung tâm thương mại SOIVA Plaza, Đường Mê Linh, Phường Khai Quang, Thành phố Vĩnh Yên, Vĩnh Phúc",0211 02113696442 - 02113696443,,www.co-opmart.com.vn,
Siêu thị Big C Vĩnh Phúc,"Khu trung tâm thương mại Vĩnh Phúc, Nguyễn Tất Thành, Phường Khai Quang, Thành phố Vĩnh Yên, Vĩnh Phúc",0211 0211 3565 565,,bigc.vn/store/big-c-vinh-phuc,
Siêu thị Battrang Family Vĩnh Phúc,"Tôn Đức Thắng, Phường Khai Quang, Thành phố Vĩnh Yên, Vĩnh Phúc",0211 097 788 43 95,,https://battrangfamily.vn/,
Làng mộc Bích Chu,"Xã An Tường, Xã An Tường, Huyện Vĩnh Tường, Vĩnh Phúc",,,,
Làng gốm Hương Canh,"Thôn Lò Cang, Thị trấn Hương Canh, Huyện Bình Xuyên, Vĩnh Phúc",,,,
Điểm dừng chân Tam Đảo,"Km6, QL2B, Kim Long, Tam Dương, Vĩnh Phúc, Phường Tích Sơn, Thành phố Vĩnh Yên, Vĩnh Phúc",0211 0908 110 868 - 02113 88 6666,https://dacsantamdao.vn/,https://dacsantamdao.vn/,
Chợ Vĩnh Yên,"137 Ngô Quyền, Đống Đa, Vĩnh Yên, Vĩnh Phúc, Phường Đống Đa, Thành phố Vĩnh Yên, Vĩnh Phúc",0211 0211 3861 979,,,
Chợ đêm Tam Đảo,"Dốc Tam Đảo, Thị trấn Tam Đảo, Huyện Tam Đảo, Vĩnh Phúc",,,,
Cửa hàng thời trang Vascara,"102/1A Trưng Nữ Vương, Phường 1, Thành phố Vĩnh Long, Vĩnh Long",,,,
Siêu thị Co.op Mart Vĩnh Long,"26 Ba Tháng Hai, Phường 1, Thành phố Vĩnh Long, Vĩnh Long",0270 0270 3836 722,chamsockhachhang@coopmart.vn,http://www.co-opmart.com.vn/,
Cơ sở chè Suối Giàng Duy Thịnh,"Khu 2B Thị Trấn Nông Trường Nghĩa Lộ, Huyện Văn Chấn, Yên Bái, Phường Yên Thịnh, Thành phố Yên Bái, Yên Bái",0216 0293879445,nguyenvanhuy.bk@gmail.com,http://chesuoigiang.vn/,
Cửa hàng thời trang Zenda,"685A Đ. Đinh Tiên Hoàng, P.Minh Tân, Thành phố Yên Bái, Yên Bái, Thành phố Yên Bái, Yên Bái",0216 0936362707 0968888101,yenbai.zenda@gmail.com,,
Trung tâm mua sắm Dũng Linh,"772A Đinh Tiên Hoàng, Phường Minh Tân, Thành phố Yên Bái, Yên Bái",0216 0216 3883 888,,,
Siêu thị TDM,"301 Trần Phú, Phường 4, Thành phố Vĩnh Long, Vĩnh Long",0270 3853 087,,,
Chợ Vĩnh Long,"37 đường 1/5, Phường 1, Thành phố Vĩnh Long, Vĩnh Long",,,,
HTX bánh tráng Cù Lao Mây,"Tổ 8 ấp Tân Thạnh, Xã Lục Sỹ Thành, Huyện Trà Ôn, Vĩnh Long",,,,
Vĩnh Long Bưởi năm roi,"ấp Mỹ Lợi, Xã Mỹ Hòa, Thị xã Bình Minh, Vĩnh Long",,,,
Vườn Thanh Trà Ông Hai,", Xã Thuận An, Thị xã Bình Minh, Vĩnh Long",,,,
Bánh ú Đa Lộc,"Ấp Hương Phụ, Xã Đa Lộc, Huyện Châu Thành, Trà Vinh",,,,
Cơ sở sản xuất củ cải muối Chịt Sa,"Ấp Trà Kháo, Xã Hòa Ân, Huyện Cầu Kè, Trà Vinh",,,,
Cơ sở Thủy Tiên (Cô Tư Cúc),"Ấp Long Trị, Xã Long Đức, Thành phố Trà Vinh, Trà Vinh",,,,
Cửa hàng bát tét Trà Cuôn,"72/4, Đường Phạm Ngũ Lão, Phường 1, Thành phố Trà Vinh, Trà Vinh",,,,
Doanh nghiệp Long Vinh,"Khóm 3, Thị trấn Long Thành, Huyện Duyên Hải, Trà Vinh",,,,
Dừa sáp Cầu Kè,"Ấp Vĩnh Tường, Thị trấn Châu Thành, Huyện Châu Thành, Trà Vinh",,,,
Tôm khô Vinh Kim dì Hai Khâm,", Phường 4, Thành phố Trà Vinh, Trà Vinh",,,,
