Tên cơ sở,Địa chỉ,Điện thoại,Email,Website,Fax
Nhà hàng Phú Việt,"3 Phạm Ngũ Lão, Phường Phước Mỹ, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",0259 3523 134,,,
Nhà hàng Hải sản Vi Hồng,"Đường 16 tháng 4, Phường Mỹ Bình, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",0259 352 1122,,,
Nhà hàng Vườn Bia,"Đường Thống Nhất, Xã Thành Hải, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",0259  096 999 1313,vuonbiapr@gmail.com,,
Nhà hàng Hoa Thiên Lý,"19 Hải Thượng Lãn Ông, Phường Tấn Tài, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",0259 382 2242,,http://hoathienly.com.vn/,0259 382 2245
Nhà hàng Hương Việt,"283 Ngô Gia Tự, Phường Tấn Tài, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",0259 389 1199,,,
Nhà hàng Echo,"Khu phố 5, Phường Thanh Sơn, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",0259 091 821 6268,,,
Nhà Hàng Xuân Hương,"Ngã 4 Hoàng Diệu, Phường Mỹ Bình, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",0259 093 379 1266,,,
Nhà hàng Lộc Ký,"Số 81 đường 16 tháng 4, Phường Mỹ Bình, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",0259 098 153 4734,nhahanglocky@gmail.com,,
Nhà hàng Lộc Phát,"Đường 16 tháng 4, Phường Mỹ Hải, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",0259 093 509 1287,,,
Nhà hàng Khoa Trí,"12 F1 Lạc Long Quân, Phường Mỹ Bình, Thành phố Long Xuyên, An Giang",0296 091 933 33 28,,http://nhahangkhoatri.com,
Nhà Hàng Hoa Vàng,"5E3 Thành Thái, Phường Bình Khánh, Thành phố Long Xuyên, An Giang",0296 0296 6508 787,,,
Vườn Hạnh Phúc – Restaurant & Lounge,"24B Tôn Đức Thắng, Phường Mỹ Bình, Thành phố Long Xuyên, An Giang",,,,
Art Coffee Long Xuyên,"9a Lương Văn Cù, Phường Mỹ Long, Thành phố Long Xuyên, An Giang",0296 091 655 25 21,,,
Café Thứ 7,"quốc lộ 2000 (đường Trưng nữ vương nối dài), Phường Châu Phú B, Thành phố Châu Đốc, An Giang",0296 094 836 53 68,,,
Méc coffee,"Đường số 5D, Tây sông Hậu, Thành phố Long Xuyên, An Giang",0296 094 912 39 52,,,
Quán bò nướng Kim Loan,"314/2 Hùng Vương, Phường Mỹ Long, Thành phố Long Xuyên, An Giang",,,,
Bò nướng Phương Hương,"Tổ 09, tỉnh lộ 948 ấp núi két,, Xã Thới Sơn, Huyện Tịnh Biên, An Giang",0296 0919439477,,,
Bò nướng Tư Thiên,"chân Núi Sam, Thành phố Châu Đốc, An Giang",,,,
Quán Phong Phú - Bò Nướng Ngói,"157/2 Khu Vực Đông Thịnh 5, Thành phố Long Xuyên, An Giang",,,,
Hương Đồng Quê,"378 Trần Hưng Đạo, Phường Mỹ Quý, Thành phố Long Xuyên, An Giang",,,,
MS.ĐỖ - Milktea&Fruittea,"128 Hà Hoàng Hổ, Thành phố Long Xuyên, An Giang",0296 0913.678.649,,,
Ami.cha Milktea,"38c Hùng Vương, Phường Mỹ Long, Thành phố Long Xuyên, An Giang",0296 096 885 29 17,,,
Bobapop,"3/6A Tôn Đức Thắng, Phường Mỹ Bình, Thành phố Long Xuyên, An Giang",0296 0296 3666 566,,,
Trà Sữa Cậu Ba,"Dưới góc cầu Duy Tân, Phường Mỹ Bình, Thành phố Long Xuyên, An Giang",0296 0975234500,,,
Trà Sữa MISA,"19/5 Tôn Đức Thắng, Phường Mỹ Bình, Thành phố Long Xuyên, An Giang",0296 090 690 08 08,,,
Drinking Long Xuyên,"261 Thục Phán, Phường Bình Khánh, Thành phố Long Xuyên, An Giang",0296 090 774 50 77,,,
Trà sữa Tiên Hưởng,"Trần Hưng Đạo, Thành phố Long Xuyên, An Giang",0296 088 801 45 79,,,
CHIN - MilkTea & Macchiato,"1186 Trần Hưng Đạo, Thành phố Long Xuyên, An Giang",0296 0901012067,,,
Trà sữa Thái Lan 22,"109 Nguyễn Huệ B, Phường Mỹ Long, Thành phố Long Xuyên, An Giang",0296 0934160767,,,
Trà sữa Đài Loan Phúc Tea,"17F2 Ung Văn Khiêm, Thành phố Long Xuyên, An Giang",0296 1900 9215,,,
Trà Sữa Ciao,"18 Đào Duy Anh, Phường Mỹ Phước, Thành phố Long Xuyên, An Giang",0296 029 6627 7778,,,
Yolo Tea Long Xuyên,"85-87 Tôn Đức Thắng, Phường Mỹ Bình, Thành phố Long Xuyên, An Giang",0296 02963 586 668,,,
KYO TEA,"13 Hà Hoàng Hổ, Phường Mỹ Xuyên, Thành phố Long Xuyên, An Giang",0296 0949482447,,,
Cà phê vợt Mười Ngầu,"Chân cầu Ông Mạnh, rạch Long Xuyên, Thành phố Long Xuyên, An Giang",,,,
Coffee Y5,"G1-G2 Lý Thái Tổ, Phường Mỹ Long, Thành phố Long Xuyên, An Giang",0296 0296 6506 060,,,
Marina Coffee Long Xuyên,"Sát bên Vincom Long xuyên, ngay chân cầu Hoàng Diệu, Thành phố Long Xuyên, An Giang",0296 0913 176 167,,,
Café ĐẠI LỘC,"96 Lê Lợi, Phường Mỹ Bình, Thành phố Long Xuyên, An Giang",0296 0939. 900. 519,,,
Panda Café,"9/9 Trần Hưng Đạo, Phường Mỹ Xuyên, Thành phố Long Xuyên, An Giang",0296 0296.3601.998,,,
Country Coffee,"51 Rạch Cái Sơn, Phường Mỹ Phước, Thành phố Long Xuyên, An Giang",0296 0296.39.36.388,,,
Đồ ăn vặt nội địa Trung - Phạm Phúc Hậu,"Lê Hồng Phong, Phường Núi Sam, Thành phố Châu Đốc, An Giang",0296 0924 626 229,,,
Ăn vặt Khánh Duy,"Lê Hồng Phong, Phường Núi Sam, Thành phố Châu Đốc, An Giang",0296 0865 386 580,,,
Bingsu & Tea Mia,"61 Doãn Uẩn (đường dẫn cầu Cồn Tiên), Phường Châu Phú A, Thành phố Châu Đốc, An Giang",0296 0908 364402,,,
Coffee & Milk Tea “Krixi”,"4 đường Thi Sách, Thành phố Châu Đốc, An Giang",0296 0944 399 088,,,
Sushi Viên Tự Chọn,"136 đường Nguyễn Trường Tộ, Phường Bình Khánh, Thành phố Long Xuyên, An Giang",0296 0979 99 8486,,,
TAIJO SUSHI,"Lô 5D4 Trịnh Văn Ấn, Phường Đông Xuyên, Thành phố Long Xuyên, An Giang",0296 0902 614 558,,,
Dreamcatcher,"119 Nguyễn Huệ B, Phường Mỹ Long, Thành phố Long Xuyên, An Giang",0296 0939 636 660,,,
Grill & Cheer Long Xuyên,"1234 Trần Hưng Đạo, Phường Mỹ Bình, Thành phố Long Xuyên, An Giang",0296 029.6395.9698,,http://grillandcheer.com,
Kokoro Sushi,"189 Ung Văn Khiêm, Phường Mỹ Phước, Thành phố Long Xuyên, An Giang",0296 02963.959.960,,,
"Chay An Lạc - Lẩu chay, thực phẩm chay","30/1, Đường Trần Hưng Đạo, Phường Mỹ Xuyên, Thành phố Long Xuyên, An Giang",0296 0296 3856 660,,,
Cơm chay miễn phí Phước Thiện,"Đường Ung Văn Khiêm, Phường Mỹ Phước, Thành phố Long Xuyên, An Giang",0296 0904 452 221,,,
Lẩu chay Qui Phúc - Châu Đốc,"176 Thủ Khoa Huân, Phường Châu Phú B, Thành phố Châu Đốc, An Giang",0296 0912.773.221,,,
Quán Chay Mỹ Duyên,"15/1 Trần Quang Diệu, Phường Mỹ Xuyên, Thành phố Long Xuyên, An Giang",0296 0345 609 581,,,
Lẩu và Ăn vặt chay Thổ Nhi,"24 KDC Bắc Hà Hoàng Hổ, đường số 5, Phường Mỹ Hòa, Thành phố Long Xuyên, An Giang",0296 0917 816 981,,,
Cồ-Lá Coffee,"1 - 2 Phan Đăng Lưu, Thành phố Long Xuyên, An Giang",0296 035 999 9583,,,
1991Garden,"14 Lê Văn Nhung, Phường Mỹ Bình, Thành phố Long Xuyên, An Giang",0296 0915 52 52 91,,,
Thảo Mộc Modern,"3/6 Tôn Đức Thắng, Phường Mỹ Bình, Thành phố Long Xuyên, An Giang",0296 0296 6524 949,,,
Cafe 1985 Garden,"33/3 - hẻm 3, Trần Hưng Đạo, Thành phố Long Xuyên, An Giang",0296 091 678 30 01,,,
Lang thang An Giang Coffee,"3E3 Lý Thái Tổ, Phường Đông Xuyên, Thành phố Long Xuyên, An Giang",0296 0296 6523 523,,,
T&N Container Coffee VT,"Lô A2*-2/3 Khu TT Đô Thị Chí Linh, Phường Nguyễn An Ninh, Thành phố Vũng Tàu, Bà Rịa - Vũng Tàu",0254 0987 272 234,,,
Seaside Cafe,"28 đường Trần Phú, Phường 1, Thành phố Vũng Tàu, Bà Rịa - Vũng Tàu",0254 02543 513 886,,,
Mountain Pearl Coffee,"242a Lê Hồng Phong, Phường 7, Thành phố Vũng Tàu, Bà Rịa - Vũng Tàu",0254 0777 974 507,,,
Gazebo Beach Front Lounge Cafe,"90 Hạ Long, Phường 2, Thành phố Vũng Tàu, Bà Rịa - Vũng Tàu",0254 0938 751 868,,,
YuTa Cafe,"134 Lê Hồng Phong, Phường 7, Thành phố Vũng Tàu, Bà Rịa - Vũng Tàu",0254 0366 395 979,,,
Bohémiens Café,"155 Ba Cu, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 0932 837 695,,,
Bobapop Bà Rịa,"52A Nguyễn Tất Thành, Phường Phước Trung, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 (0254) 655-1022,,,
Trà sữa nhà Sunny,"141/1 Nguyễn An Ninh, Phường Long Hương, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 0907 021 415,,,
Trà sữa ăn vặt Funny Tea & Coffee,"Ngã tư CMT8 - Phạm Văn Đồng, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 090 284 29 87,,,
Trà Sữa Đài Loan Phúc Tea,"61 Đường Điện Biên Phủ, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 1900 9215,,,
Aloha Tea-Coffee,"126 Nguyễn Văn Linh, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 090 874 24 68,,,
Royal Tea Garden Coffee And Tea,"123 Nguyễn Hữu Thọ, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 090 838 97 97,,,
Wiki coffee shop,"96 Điện Biên Phủ, Phường Phước Hiệp, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 0813 848 585,,,
BARIS - Trà & Càfê,"42 Nguyễn Thanh Đằng, Phường Phước Trung, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 0254 3828 123,,,
MiA coffee & tea,"07 Lý Thường Kiệt, Phường Phước Hiệp, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 0903 877 892,,,
Ruby Koi Farm Coffee,"115 Nguyễn Hữu Thọ, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 0905 333 339,,,
Fox Coffee,"642 Đường Cách Mạng Tháng Tám, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 0903 415 419,,,
UP Garden Cafe,"381/4 Cách Mạng Tháng 8, Khu phố 1, Phường Phước Nguyên, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 0907 110 974,,,
Lẩu Kim Chi Michigo,"175 Bạch Đằng, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 093 928 93 49,,,
Lẩu Hồng Kông,"81 Lê Duẩn, Phường Phước Nguyên, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 0933 166 989,,,
Kichi Kichi Bà Rịa,"300 Cách mạng Tháng 8, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 0931 69 49 59,,,
Quán lẩu Sáu Mai,"1989 Điện Biên Phủ, Phường Phước Hiệp, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 064 2242 101,,,
Quán Sing - Lẩu & Nướng BBQ,"88 Nguyễn Thị Định, Phường Phước Nguyên, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254  0974 424 247,,,
Quán Alo,"962 Phạm Hùng, Phường Long Toàn, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 090 967 1886,,,
Buffet 99k,"1010 Phạm Hùng, Phường Long Toàn, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 097 264 9567,,,
Đình Nguyên Food & Beverages,"18 Bùi Xuân Phái, khu H20, Phường Phước Hưng, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 0908 727 294,,,
Ăn Vặt Bà Rịa,"Đối diện số nhà 01, đường Nguyễn Cư Trinh, Phường Long Hương, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 0786 888 383,,,
Quán Chị Nữ,"26 Bạch Đằng, Phường Phước Hiệp, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",,,,
Chả giò Bắp - Bò Lá Lốt Quảng Ngãi,"87 Hùng Vương, Phường Phước Hưng, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 0972 371 722,,,
Ăn vặt Bờ Kè,"102 Lê Thành Duy, Phường Phước Hiệp, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",0254 096 521 63 99,,,
Bánh canh Long Hương,"Cổng Chào Thị Xã Bà Rịa, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",,,,
CAFE ĐỖ,"Xóm 8 Xã Sủ Ngòi, Thành phố Hòa Bình, Hoà Bình",,,,
Muse Coffee,"1004, Cổng chữ A- đường Trần Hưng Đạo, Thành phố Hòa Bình, Hoà Bình",0218 0218 6552 555,,,
Coffee 1995+,"Đê Đà Giang, Thành phố Hòa Bình, Hoà Bình",,,,
Cafe xưa,"62 Nguyên Biểu, Hoà Bình",,,,
Green coffee,"8 đường Đà Giang, Thành phố Hòa Bình, Hoà Bình",0218 0973.630.244,,,
Bức tường Coffee,"157 Đà Giang, Thành phố Hòa Bình, Hoà Bình",0218 0987881319,,,
One Coffee,"15 ngách 20/2 Lê Thánh Tông, Thành phố Hòa Bình, Hoà Bình",,,,
Ốc 28,"227 Đại Lộ Thịnh Lang, Thành phố Hòa Bình, Hoà Bình",0218 096 749 99 66,,,
CHANH - Tiệm Trà Phố Hoà Bình,"585 Cù Chính Lan, Thành phố Hòa Bình, Hoà Bình",0218 085 548 85 85,,,
Bầu Pizza,"Cổng chợ Nghĩa Phương, bến xe trung tâm Thành Phố Hoà Bình, Thành phố Hòa Bình, Hoà Bình",0218 091 662 71 11,,,
Ngọc Thạch Quán,"126 Đinh Tiên Hoàng, Phường Tân Thịnh, Thành phố Hòa Bình, Hoà Bình",0218 0869 737 187,,,
Tmore,"42 Chi Lăng, Thành phố Hòa Bình, Hoà Bình",0218 0868 259 199,,,
Mỳ Cay HanCook,"217 Trần Hưng Đạo, Thành phố Hòa Bình, Hoà Bình",0218 098 216 66 65,,,
Péo Food,"18 Lê Lợi, Phường Phương Lâm, Thành phố Hòa Bình, Hoà Bình",0218 091 112 20 88,,,
Lẩu nướng Hải Cẩm,"Xóm Mỏ, Xã Chiềng Châu, Huyện Mai Châu, Hoà Bình",,,,
Nhà hàng Hợp Thủy,"Tiểu khu 2, Thị trấn Mai Châu, Huyện Mai Châu, Hoà Bình",,,,
Luxury Coffee,"Cảng Chân dê, Phường Thịnh Lang, Thành phố Hòa Bình, Hoà Bình",0218 032 9462 666,,,
Nhà hàng Tuyết Sơn,"Đường Cù Chính Lan, Phường Đồng Tiến, Thành phố Hòa Bình, Hoà Bình",0218 097 495 846,,,
Nhà hàng Thịt trâu Phú Thọ,"ĐT317, Phường Tân Hòa, Thành phố Hòa Bình, Hoà Bình",0218 0977 187 125,,,
YukssamBBQ Hoà Bình,"720 đê Đà Giang, Phường Phương Lâm, Thành phố Hòa Bình, Hoà Bình",,,,
Quán Quen,"84 đê Đà Giang, Phường Phương Lâm, Thành phố Hòa Bình, Hoà Bình",0218 0973 010 88,,,
Gà Mạnh Hoạch Hà Ly,"341 đê Đà Giang, Phường Phương Lâm, Thành phố Hòa Bình, Hoà Bình",0218 0945 089 119,,,
Bếp Mường Đà Giang,"317 đê Đà Giang, Phường Phương Lâm, Thành phố Hòa Bình, Hoà Bình",0218 032 8024 999,,,
SOCHU BBQ – Cá sông Đà khác biệt,"Đê Đà Giang, Phường Phương Lâm, Thành phố Hòa Bình, Hoà Bình",,,,
Lẩu Bụi Quán,"đường 12B, cách cổng lữ đoàn 299 tầm 500m về phía Nho Quan, Hoà Bình",,,,
Quán Quê,"Lê Thánh Tông, Phường Tân Thịnh, Thành phố Hòa Bình, Hoà Bình",,,,
Vườn Ăn Mỹ Hạnh,"QL6, TT. Xuân Mai, Huyện Lương Sơn, Hoà Bình",,,,
Bánh xèo Thịnh Lang,"Đường Thịnh Lang, Thành phố Hòa Bình, Hoà Bình",,,,
Phú Thủy Bakery,"162 Cù Chính Lan, Phường Phương Lâm, Thành phố Hòa Bình, Hoà Bình",,,,
Nhà hàng Hải Hòa,"1102 Đê Hà Giang, Thành phố Hòa Bình, Hoà Bình",,,,
Nhà hàng vua cá Long Phượng,"16 Ngõ 139 Thịnh Lang, Thành phố Hòa Bình, Hoà Bình",,,,
Nhà hàng Hằng Thản,"Tổ 13 phường Đồng Tiến, Hoà Bình",,,,
Nhà hàng Bảo Quý,"cách trung tâm thị trấn Lương Sơn khoảng 9km về phía Tây, cách sân Gôn Phượng Hoàng lớn nhất Đông Nam Á 2km, Hoà Bình",,,,
Cá nướng đồ,"Quy Hậu, Huyện Tân Lạc, Hoà Bình",,,,
Nhà hàng vua cá Long Thượng,"Khu trung tâm thương mại bờ trái sông Đà, Hoà Bình",,,,
BBQ Chicken,"223 Thịnh Lang, Phường Tân Thịnh, Thành phố Hòa Bình, Hoà Bình",,,,
Nhà hàng Thuấn Mơ,"Xóm Tân Thịnh, xã Tuân Lộ, Huyện Tân Lạc, Hoà Bình",,,,
Galbi Grill House,"Tổ 28 Đường Trần Hưng Đạo, Hoà Bình",,,,
Vương Quốc Kem,"105, tổ 15 Đà Giang, Phường Đồng Tiến, Thành phố Hòa Bình, Hoà Bình",,,,
Sữa chua DR.Dẻo,"21 Lạc Long Quân, Thành phố Hòa Bình, Hoà Bình",,,,
Quán 3 chị em,"xóm Chiềng Sại, Mai Châu, Hoà Bình",,,,
Nhà hàng Thúy Nga,"Ngã ba Đồng Bản, Mai Châu, Hoà Bình",,,,
Bánh mì Bạn Nâu,"416 Trần Hưng Đạo, Hoà Bình",,,,
Bánh mì rau rán Hải Phòng,"33 Đường Nguyễn Đức Cảnh, Quận Lê Chân, Thành phố Hải Phòng",,,,
Bánh mì chảo Hải Phòng,"8 Cát Cụt, Phường An Biên, Quận Lê Chân, Thành phố Hải Phòng",,,,
Bánh bèo Hải Phòng,"294 Lạch Tray, Quận Ngô Quyền, Thành phố Hải Phòng",,,,
Bánh tráng trộn chú Viên,"120 Lương Khánh Thiện, Quận Ngô Quyền, Thành phố Hải Phòng",,,,
Bún cá cay Lê Lợi,"66 Lê Lợi, Phường Máy Chai, Quận Ngô Quyền, Thành phố Hải Phòng",,,,
Bánh cuốn Quyên,"222 Hai Bà Trưng, Quận Lê Chân, Thành phố Hải Phòng",,,,
Phở bò sốt vang phố Cấm,"36 phố Cấm, Phường Gia Viên, Quận Ngô Quyền, Thành phố Hải Phòng",,,,
Cơm tấm Hưng Phú Kênh Dương,"165 Kênh Dương, Quận Lê Chân, Thành phố Hải Phòng",,,,
Cơm tấm Ngọc Phú Kỳ Đồng,"23 Kỳ Đồng, Quận Hồng Bàng, Thành phố Hải Phòng",,,,
Quán Gà Rán Shin’s,"44 Nguyễn Đức Cảnh, Quận Lê Chân, Thành phố Hải Phòng",,,,
Lẩu Dê Phượng Chi,"2 Lô 28A Lê Hồng Phong, Quận Ngô Quyền, Thành phố Hải Phòng",,,,
Quán Nem nướng Cô Bắp,"400 Lạch Tray, Quận Ngô Quyền, Thành phố Hải Phòng",,,,
Quán Lòng Nướng Chú Tuấn,"Ngã 5 coopmart (cuối đường Lê Lợi), Quận Ngô Quyền, Thành phố Hải Phòng",,,,
Kem Bơ Dừa Bruce Lee,"116 Lạch Tray, Quận Ngô Quyền, Thành phố Hải Phòng",,,,
Bánh mì cay ăn đêm Ms. Huyền,"28 Đinh Tiên Hoàng, Quận Hồng Bàng, Thành phố Hải Phòng",,,,
Quán Ốc Thủy Dương,"30/263 Lạy Tray, Quận Ngô Quyền, Thành phố Hải Phòng",,,,
Quán ăn đêm Vàng Khè,"MG02-05A Vincom Hải Phòng, 1 Lê Thánh Tông, Quận Ngô Quyền, Thành phố Hải Phòng",,,,
Quán ăn đêm Vua Gà Hàn Quốc,"258 Văn Cao, Quận Hải An, Thành phố Hải Phòng",,,,
Hầm rượu Hải Đăng,"19 Trần Khánh Dư, Quận Ngô Quyền, Thành phố Hải Phòng",0225 090 614 51 11,,,
Nhà hàng Chicago’s Pizza & Grill,"184 Cát Dài, Quận Lê Chân, Thành phố Hải Phòng",0225 0225 3787 333,,,
Nhà hàng Pepper’s Pizza,"120 Trần Nguyên Hãn, Quận Lê Chân, Thành phố Hải Phòng",0225 0225 3787 636,,,
Nhà hàng Pizza Company,"106 Tô Hiệu, Phường Trại Cau, Quận Lê Chân, Thành phố Hải Phòng",,,,
Nhà hàng Pizza Love,"142A Cầu Đất, Quận Ngô Quyền, Thành phố Hải Phòng",,,,
Nhà hàng Pizza Hut,"23 Minh Khai, Quận Hồng Bàng, Thành phố Hải Phòng",,,,
Quán bánh Đa Cua Phan Bội Châu,"121 Phan Bội Châu, Quận Hồng Bàng, Thành phố Hải Phòng",,,,
Quán bánh đa cua Kỳ Đồng,"26 Kỳ Đồng, Quận Hồng Bàng, Thành phố Hải Phòng",0225 0962333689,,,
Quán bánh đa cua Bà Cụ Cầu Đất,"179 Cầu Đất, Quận Ngô Quyền, Thành phố Hải Phòng",0225 0904666053,,,
Nhà hàng Kichi Kichi,"Căn BH01-06, BH01-07, BH-08, KĐT Vinhomes Imperia, Phường Thượng Lý, Quận Hồng Bàng, Thành phố Hải Phòng",0225 022 5730 0286,,https://kichi.com.vn,
JAX Hotpot & BBQ,"54 Trần Phú, Quận Ngô Quyền, Thành phố Hải Phòng",0225 0963 554 869,,,
Nhà hàng Sabay Thai,"64A Lương Khánh Thiện, Thành phố Hải Phòng",0225 0962960977,,,
Nhà hàng AMIS Hotpot & Grill,"192 Hoàng Minh Thảo, Quận Lê Chân, Thành phố Hải Phòng",0225 0936 802 604,,http://amishotpot.com/thuong-thuc-lau-ngon-tai-hai-phong-bv.html,
Nhà hàng Thái Lan ThaChang,"H 04-10, khu đô thị Vinhomes Imperia, Phường Thượng Lý, Quận Hồng Bàng, Thành phố Hải Phòng",0225 02252 228 668,,,
Quán Lẩu Ly Sawadee,"94 Lạch Tray, Phường Đằng Giang, Quận Ngô Quyền, Thành phố Hải Phòng",0225 0913.575.615,,,
Nhà hàng Fresh House,"35 Lương Khánh Thiện, Quận Ngô Quyền, Thành phố Hải Phòng",0225 090 288 19 87,,,
Nhà hàng Thái Nacha Hotpot,"99 Hoàng Minh Thảo, Quận Lê Chân, Thành phố Hải Phòng",,,,
Nhà hàng Lẩu Sữa Cổ Trấn,"274B Lạch Tray, Quận Ngô Quyền, Thành phố Hải Phòng",0225 0352019998,,,
Nhà Hàng Châu Giang,"Km 8, Phạm Văn Đồng, Quận Dương Kinh, Thành phố Hải Phòng",0225 02253880888,,http://pearlriverhotel.vn,
Nhà hàng Thủy Phương – Lẩu & Nướng Thượng Hải,"49 Lạch Tray, Quận Ngô Quyền, Thành phố Hải Phòng",,,http://pearlriverhotel.vn,
Nhà hàng Tụ Phúc Hồng Kông,"21 Lô 7B Lê Hồng Phong, Quận Ngô Quyền, Thành phố Hải Phòng",,,,
Nhà hàng Trúc Lâm,"7 Phạm Bá Trực, Quận Lê Chân, Thành phố Hải Phòng",0225 02253733833,,,
Nhà hàng Tong Hua,"3 Trần Quang Khải, Quận Hồng Bàng, Thành phố Hải Phòng",0225 02253569599,,,
Nhà Hàng Trung Quốc,"201 Văn Cao, Phường Đằng Giang, Quận Ngô Quyền, Thành phố Hải Phòng",0225 02253737308,,,
Nhà Hàng Sam Hoàng Anh,"Vạn Hương, Bến Thốc, Quận Đồ Sơn, Thành phố Hải Phòng",,,,
